id_standar,nama_data,konsep_kode,definisi,klasifikasi_penyajian,klasifikasi_isian,is_klasifikasi,ukuran,satuan
23020097,Subsektor Ekonomi Kreatif,K00417 Ekonomi Kreatif|,"Bagian-bagian dari sektor ekonomi kreatif yang mencakup berbagai jenis kegiatan yang menghasilkan nilai tambah dari hasil daya kreasi, pengembangan, dan pemanfaatan kreativitas, keterampilan, dan potensi individu atau kelompok masyarakat.",,"1. Aplikasi dan Game Developer|
2. Arsitektur|
3. Desain Interior|
4. Desain Komunikasi Visual|
5. Desain Produk|
6. Fashion|
7. Film, Animasi dan Video|
8. Fotografi|
9. Kriya|
10. Kuliner|
11. Musik|
12. Penerbitan|
13. Periklanan|
14. Seni Pertunjukan|
15. Seni Rupa|
16. Televisi dan Radio|",1,,
23020050,Sumber Penanaman Modal,K01197 Modal|,Asal penyertaan modal dalam badan usaha dengan cara membeli saham atau obligasi dari badan usaha tersebut.,,"1. Penanaman Modal Dalam Negeri (PMDN)|
2. Penanaman Modal Asing (PMA)|",1,,
24120008,Jenis Ekosistem Perairan Darat,"K00418 Ekosistem|
K01617 Perairan Darat|",Jenis keadaan khusus tempat komunitas suatu organisme hidup dan komponen organisme tidak hidup dari suatu lingkungan yang saling berinteraksi di perairan darat.,,"1. Sungai|
2. Danau|
3. Waduk|
4. Rawa|
5. Genangan air lainnya|",1,,
24120012,Jenis Kawasan Hutan,K00745 Kawasan Hutan|,Jenis wilayah tertentu yang ditunjuk dan ditetapkan oleh pemerintah untuk dipertahankan keberadaannya sebagai hutan tetap.,,"1. Hutan konservasi|
11. Kawasan hutan suaka alam|
12. Kawasan hutan pelestarian alam|
13. Taman buru|
2. Hutan lindung|
20. Hutan lindung|
3. Hutan produksi|
31. Hutan produksi tetap|
32. Hutan produksi yang dapat dikonversi|",1,,
24120013,Jenis Kegiatan Pembudidayaan Ikan,K01405 Pembudidayaan Ikan|,"Jenis kegiatan pemeliharaan, pembesaran, dan/atau pembiakan ikan dalam suatu wadah menggunakan media air tawar atau air laut, serta hasil panennya sesuai dengan jenis ikan (ikan hias untuk hiasan, dan ikan konsumsi untuk dikonsumsi).",,"1. Pembesaran ikan|
11. Pembesaran ikan di air laut|
12. Pembesaran ikan di air payau|
13. Pembesaran ikan di air tawar|
2. Pembenihan ikan|
21. Pembenihan ikan di air laut|
22. Pembenihan ikan di air payau|
23. Pembenihan ikan di air tawar|
3. Pembudidayaan ikan hias|
31. Pembudidayaan ikan hias di air laut|
32. Pembudidayaan ikan hias di air payau|
33. Pembudidayaan ikan hias di air tawar|",1,,
24120014,Jenis Kegiatan Usaha Tanaman Pertanian,K02288 Usaha Pertanian|,"Jenis kegiatan usaha tanaman semusim atau tanaman tahunan, seperti budi daya atau pembenihan pada usaha tanaman pangan, tanaman hortikultura, dan tanaman perkebunan.",,"1. Usaha budi daya|
2. Usaha pembenihan|",1,,
24120251,Jenis Kelamin Hewan,K00704 Jenis Kelamin|,Perbedaan spesies hewan secara fisiologis menurut jenis dan kemampuan organ reproduksi.,,"1. Jantan|
2. Betina|",1,,
24120015,Jenis Komoditas Tanaman Kehutanan,K02110 Tanaman Kehutanan|,Nama tanaman kehutanan yang diusahakan.,,"6101. Agathis|
6102. Akasia|
6103. Angsana|
6104. Asam Londo|
6105. Asoka|
6106. Bakau|
6107. Balau|
6108. Balsa|
6109. Bambu|
6110. Bangkirai|
6111. Bayur|
6112. Benda|
6113. Benuang|
6114. Beringin|
6115. Bintangur|
6116. Bugis|
6117. Bungur|
6118. Cemara Kayu|
6119. Cempaga|
6120. Cempaka|
6121. Cendana|
6122. Dadap|
6123. Damar|
6124. Eboni|
6125. Eucaliptus|
6126. Flamboyan|
6127. Gaharu|
6128. Gebang|
6129. Gerunggung|
6130. Hopea|
6131. Indah|
6132. Intaran|
6133. Jabon|
6134. Jaranan|
6135. Jati|
6136. Jati Putih/Gmelina|
6137. Jelutung|
6138. Jenitri|
6139. Johar|
6140. Kaliandra|
6141. Kamper|
6142. Kapur|
6143. Kayu Hitam|
6144. Kayu Putih|
6145. Keben|
6146. Kedawung|
6147. Kempas|
6148. Kenari|
6149. Kepuh|
6150. Ketapang|
6151. Klampis|
6152. Kruing|
6153. Kulim|
6154. Kupang|
6155. Lamtoro|
6156. Mahoni|
6157. Maja|
6158. Manglid|
6159. Matoa Kayu|
6160. Medang|
6161. Melapi|
6162. Melur|
6163. Mentaos|
6164. Meranti|
6165. Merbau|
6166. Mersawa|
6167. Mindi|
6168. Nyatoh|
6169. Palapi|
6170. Pilang|
6171. Pinus|
6172. Ramin|
6173. Rasamala|
6174. Rimba Campuran|
6175. Rotan|
6176. Sengon/Jeunjing/Albazia|
6177. Sonokeling|
6178. Sungkai|
6179. Suren|
6180. Talok/Kersen|
6181. Tanjung|
6182. Tekik|
6183. Tenggulun|
6184. Tengkawang|
6185. Trembesi|
6186. Turi|
6187. Ulin|
6188. Waru|
6189. Jernang|
6199. Lainnya|",1,,
24120016,Jenis Komoditas Tumbuhan/Satwa Liar,"K02234 Tumbuhan Liar|
K01975 Satwa Liar|",Nama komoditas dari usaha penangkaran tumbuhan/satwa liar.,,"6201. Anoa|
6202. Buaya|
6203. Beruang Madu|
6204. Burung Bangau|
6205. Burung Bayan|
6206. Burung Beo Flores/Nias/Sumbawa|
6207. Burung Cenderawasih|
6208. Burung Elang/ Alap-alap Tikus|
6209. Burung Jalak Bali|
6210. Burung Kakatua|
6211. Burung Kasturi Raja/Sulawesi|
6212. Burung Maleo|
6213. Burung Nuri Sangir/Sulawesi|
6214. Itik Liar|
6215. Kangguru|
6216. Karang/Koral transplant|
6217. Kera Bekantan|
6218. Kera Ekor Panjang|
6219. Kura-Kura Irian/Gading|
6220. Kus-Kus Hutan|
6221. Landak|
6222. Rangkong Jawa|
6223. Rangkong Papan|
6224. Monyet Sulawesi/ Singapuar/Tarsius|
6225. Orang Utan|
6226. Rusa/Menjangan/Kancil/Kijang|
6227. Soa Payung|
6228. Kucing Hutan|
6229. Trenggiling|
6230. Burung Mambruk|
6231. Merak|
6232. Harimau|
6233. Gajah|
6234. Tapir|
6235. Banteng|
6236. Kuwuk|
6249. Satwa Liar Dilindungi Lainnya|
6251. Ayam Hutan|
6252. Babi hutan|
6253. Biawak/Sliro|
6254. Bunglon|
6255. Burung Balam/Merpati/Dara|
6256. Burung Belibis|
6257. Burung Kacer|
6258. Burung Kenari|
6259. Burung Kutilang|
6260. Burung Murai Batu|
6261. Burung Perkutut|
6262. Burung Tekukur|
6263. Kadal|
6264. Kalong/Kelelawar|
6265. Kodok|
6266. Kupu-kupu|
6267. Labi-labi|
6268. Monyet/Beruk/Kera|
6269. Musang|
6270. Tikus Hutan|
6271. Tupai|
6272. Ular|
6273. Pleci|
6274. Ular Sawah|
6275. Ciblek|
6299. Satwa Liar Tidak Dilindungi Lainnya|
6301. Anggrek Hutan|
6302. Cactus Hibrida|
6303. Cycas spp.|
6304. Lidah Buaya Hutan|
6305. amur Bulan|
6306. Pakis Hutan|
6307. Bunga Bangkai|
6308. Vanda Sumatera|
6309. Kantung Semar|
6399. Tumbuhan Liar Lainnya|",1,,
24120022,Jenis Penyuluh,K01612 Penyuluh|,"Jenis jabatan seseorang yang diberikan tugas, tanggung jawab, wewenang, dan hak untuk melakukan bimbingan atau memberikan petunjuk dan penjelasan dalam proses pembelajaran untuk orang yang hendak ditingkatkan kemampuannya.",,"1. Penyuluh aparatur sipil negara|
2. Penyuluh swasta|
3. Penyuluh swadaya masyarakat|",1,,
24120021,Jenis Perairan,"K01063 Laut|
K01617 Perairan Darat|",Jenis perairan tempat dilakukannya usaha perikanan.,,"1. Perairan laut|
2. Perairan darat|",1,,
24120027,"Jenis Subsektor Pertanian, Kehutanan, dan Perikanan","K01705 Pertanian|
K02271 Usaha Kehutanan|
K01655 Perikanan|",Penggolongan sektor pertanian berdasarkan komoditas yang dihasilkan dan/atau kegiatan yang dilakukan.,,"1. Tanaman pangan|
2. Hortikultura|
3. Perkebunan|
4. Peternakan|
5. Kehutanan|
6. Perikanan|",1,,
24120030,Jenis Ternak,K02197 Ternak|,"Jenis hewan peliharaan yang produknya diperuntukan sebagai penghasil pangan, bahan baku industri, jasa, dan/atau hasil ikutannya, termasuk ternak hobi.",,"4101. Kerbau|
4104. Sapi Potong|
4103. Sapi Perah|
4202. Domba|
4203. Kambing|
4201. Babi|
4102. Kuda|
4406. Kelinci|
4301. Ayam Buras/Kampung|
4302. Ayam Ras Pedaging (Broiler)|
4303. Ayam Ras Petelur (Layer)|
4304. Itik|
4305. Itik Manila|
4404. Puyuh|",1,,
24120031,"Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan","K02288 Usaha Pertanian|
K02271 Usaha Kehutanan|
K02286 Usaha Perikanan|","Macam unit usaha pertanian, kehutanan, dan perikanan yang dibedakan menurut pengelolaan usaha.",,"1. Usaha Pertanian Perorangan|
2. Perusahaan Pertanian Berbadan Hukum|
3. Usaha Pertanian Lainnya|",1,,
24120239,Kondisi Pemanenan Tanaman Semusim,"K01282 Panen|
K02119 Tanaman Semusim|",Kondisi tanaman saat panen tanaman semusim.,,"1. Panen|
2. Panen belum habis|
3. Puso|",1,,
24120238,Sistem Pemanenan Tanaman,K01282 Panen|,Sistem yang digunakan dalam memanen komoditas hasil usaha budi daya tanaman.,,"1. Dipanen sendiri|
2. Diijonkan|
3. Ditebaskan|",1,,
24220044,Jenis Bahan Bakar/Energi Utama untuk Memasak,K00186 Bahan Bakar|,Bahan bakar/energi yang paling sering digunakan untuk memasak oleh keluarga.,,"1. Listrik|
10. Listrik|
2. Gas elpiji|
21. Gas elpiji 3 kg|
22. Gas elpiji 5,5 kg|
23. Gas elpiji 12 kg|
24. Gas kota/meteran|
3. Biogas|
30. Biogas|
4. Minyak tanah|
40. Minyak tanah|
5. Briket|
50. Briket|
6. Arang|
60. Arang|
7. Kayu bakar|
70. Kayu bakar|
9. Lainnya|
99. Lainnya|",1,,
24220005,Jenis Sumber Energi,K00435 Energi|,Macam bahan yang digunakan untuk menghasilkan energi panas atau listrik melalui proses pembakaran.,,"1. Batu bara|
2. Bensin|
3. Solar|
4. Pelumas|
5. Gas petroleum cair/liquefied petroleum gas (LPG)|
6. Gas alam termampat/compressed natural gas (CNG)|
7. Metana|
8. Tenaga angin|
9. Tenaga surya|
10. Tenaga air|
11. Bahan bakar hayati/biofuel|
12. Sumber energi lainnya|",1,,
24220045,Jenis Sumber Listrik untuk Penerangan,"K01111 Listrik|
K02081 Sumber Penerangan|",Sumber energi yang paling banyak digunakan keluarga dalam menghasilkan cahaya untuk menyinari suatu tempat/ruangan.,,"1. Listrik negara dengan meteran|
2. Listrik negara tanpa meteran|
3. Listrik selain listrik negara|
4. Bukan listrik|",1,,
24420001,Hierarki Bandar Udara,K00212 Bandar Udara (Bandara)|,Hierarki bandar udara berdasarkan cakupan pelayanan dan jumlah penumpang yang dilayani.,,"PP. Bandar Udara Pengumpul Skala Pelayanan Primer|
PS. Bandar Udara Pengumpul Skala Pelayanan Sekunder|
PT. Bandar Udara Pengumpul Skala Pelayanan Tersier|
P. Bandar Udara Pengumpan|",1,,
24420058,Jenis Fungsi Perkeretaapian,K01673 Perkeretaapian|,"Jenis penggunaan satu kesatuan sistem yang terdiri atas prasarana, sarana, dan sumber daya manusia, serta norma, kriteria, persyaratan, dan prosedur untuk penyelenggaraan transportasi kereta api.",,"1. Perkeretaapian Umum|
2. Perkeretaapian Khusus|",1,,
24420003,Jenis Kegiatan Angkutan Udara Niaga,K00134 Angkutan Udara|,Jenis kegiatan angkutan udara niaga yang dilakukan oleh badan usaha angkutan udara niaga nasional dan/atau asing untuk mengangkut penumpang dan kargo atau khusus mengangkut kargo.,,"1. Berjadwal|
2. Tidak Berjadwal|",1,,
24420004,Jenis Kendaraan Bermotor,K00853 Kendaraan Bermotor|,Jenis kendaraan yang digerakkan oleh peralatan teknik yang ada pada kendaraan tersebut.,,"1. Mobil Penumpang|
2. Mobil Bus|
3. Mobil Barang|
4. Sepeda Motor|",1,,
24420005,Jenis Kendaraan Bermotor Listrik,K00853 Kendaraan Bermotor|,Jenis kendaraan yang menggunakan motor listrik sebagai penggerak utama atau penggerak tambahan yang mendapat pasokan listrik dari baterai atau media penyimpanan energi listrik.,,"1. Sepeda Motor|
2. Mobil Penumpang|
3. Mobil Bus|
4. Mobil Barang|
5. Kendaraan Khusus|",1,,
24420006,Jenis Kepemilikan Armada Angkatan Laut,K00123 Angkutan Laut|,Jenis kepemilikan kelompok sarana angkutan yang menurut kegiatannya melayani kegiatan angkutan laut.,,"1. Nasional|
2. Carter Asing|
3. Keagenan Asing|",1,,
24420008,Jenis Mobil Bus,K01190 Bus|,"Jenis kendaraan bermotor angkutan orang yang memiliki tempat duduk untuk lebih dari delapan orang, termasuk untuk pengemudi atau yang beratnya lebih dari 3.500 kilogram.",,"1. Mobil bus kecil|
2. Mobil bus sedang|
3. Mobil bus besar|
4. Mobil bus maxi|
5. Mobil bus tingkat|
6. Mobil bus tempel|",1,,
24420009,Jenis Pelabuhan,K01321 Pelabuhan|,Jenis dan hierarki pelabuhan sesuai fungsi pelayanan.,,"100. Pelabuhan Laut|
110. Pelabuhan Laut yang Melayani Angkutan Laut|
111. Pelabuhan Utama (PU)|
112. Pelabuhan Pengumpul|
113. Pelabuhan Pengumpan Regional|
114. Pelabuhan Pengumpan Lokal|
120. Pelabuhan Laut yang Melayani Angkutan Penyeberangan|
121. Pelabuhan Penyeberangan Kelas I|
122. Pelabuhan Penyeberangan Kelas II|
123. Pelabuhan Penyeberangan Kelas III|
200. Pelabuhan Sungai dan Danau|
201. Pelabuhan Sungai dan Danau Pengumpul|
202. Pelabuhan Sungai dan Danau Pengumpan|",1,,
24420010,Jenis Pelabuhan Perikanan,"K01321 Pelabuhan|
K01655 Perikanan|","Tempat yang terdiri atas daratan dan perairan di sekitarnya dengan batas-batas tertentu sebagai tempat kegiatan pemerintahan dan kegiatan sistem bisnis perikanan yang digunakan sebagai tempat kapal perikanan bersandar, berlabuh, dan/atau bongkar muat ikan yang dilengkapi dengan fasilitas keselamatan pelayaran dan kegiatan penunjang perikanan.",,"1. Pelabuhan Perikanan Samudera|
2. Pelabuhan Perikanan Nusantara|
3. Pelabuhan Perikanan Pantai|
4. Pangkalan Pendaratan Ikan|",1,,
24420011,Jenis Pelayanan Terminal Penumpang,K02190 Terminal|,Jenis pelayanan terminal penumpang untuk menunjang kelancaran perpindahan orang dan/atau barang serta keterpaduan intramoda dan antarmoda di tempat tertentu.,,"1. Terminal Penumpang Tipe A|
2. Terminal Penumpang Tipe B|
3. Terminal Penumpang Tipe C|",1,,
24420012,Jenis Pelayaran Armada Angkatan Laut,K00123 Angkutan Laut|,Jenis pelayaran kelompok sarana angkutan yang menurut kegiatannya melayani kegiatan angkutan laut.,,"1. Angkutan Laut|
2. Angkutan Laut Khusus|
3. Angkutan Laut Pelayaran-Rakyat|
4. Angkutan Perintis|",1,,
24420013,Jenis Penggunaan Bandar Udara,K00212 Bandar Udara (Bandara)|,Jenis penggunaan bandar udara berdasarkan pelayanan rute penerbangan.,,"1. Bandar Udara Domestik|
2. Bandar Udara Internasional|",1,,
24420059,Jenis Perlintasan Sebidang Rel Kereta Api,K01686 Perlintasan Sebidang Rel Kereta Api|,Jenis perpotongan antara jalan dengan jalur kereta api menurut status penjagaan.,,"1. Resmi dijaga|
2. Resmi tidak dijaga|
3. Liar|",1,,
24420014,Jenis Program Jembatan Udara,"K00134 Angkutan Udara|
K00701 Jembatan Udara|","Jenis pelaksanaan angkutan udara kargo dari bandar udara ke bandar udara lainnya dan/atau dari bandar udara ke bandar udara dengan menggunakan mekanisme kewajiban pelayanan publik angkutan barang dari dan ke daerah tertinggal, terpencil, terluar, dan perbatasan.",,"1. Angkutan Udara Perintis Kargo|
2. Subsidi Angkutan Udara Kargo|",1,,
24420060,Jenis Terminal,K02190 Terminal|,"Prasarana transportasi dengan fasilitas pendukung yang digunakan dalam pengaturan kedatangan dan keberangkatan, tempat untuk menunggu, menaikkan, dan menurunkan orang dan/atau barang, serta perpindahan antarmoda angkutan.",,"1. Terminal Angkutan Jalan|
11. Terminal Penumpang Angkutan Jalan|
111. Terminal Penumpang Tipe A|
112. Terminal Penumpang Tipe B|
113. Terminal Penumpang Tipe C|
12. Terminal Barang Angkutan Jalan|
121. Teminal Barang untuk Umum|
122. Terminal Barang untuk Kepentingan Sendiri|
2. Terminal Angkutan Laut:
21. Terminal Penumpang Angkutan Laut|
22. Terminal Barang Angkutan Laut|
3. Terminal Angkutan Udara|
31. Terminal Penumpang Domestik|
32. Terminal Penumpang Internasional|
33. Terminal Penumpang Domestik dan Internasional|",1,,
24420007,Klasifikasi Bandar Udara,K00212 Bandar Udara (Bandara)|,Klasifikasi kemampuan bandar udara untuk melayani jenis pesawat udara dan jumlah penumpang/barang berdasarkan perhitungan panjang landasan pacu berdasarkan referensi pesawat aeroplane reference field length (ARFL) dan perhitungan sesuai lebar sayap dan lebar/jarak roda terluar pesawat.,,"1A. Bandar udara 1A| 
1B. Bandar udara 1B| 
2B. Bandar udara 2B| 
2C. Bandar udara 2C| 
2D. Bandar udara 2D| 
3C. Bandar udara 3C| 
3D. Bandar udara 3D| 
4C. Bandar udara 4C| 
4D. Bandar udara 4D| 
4E. Bandar udara 4E| 
4F. Bandar udara 4F|",1,,
24420045,Moda Transportasi,K02223 Transportasi|,Macam bentuk atau jenis alat angkutan atau sarana perpindahan manusia atau barang dari satu tempat ke tempat lainnya sesuai dengan kemajuan teknologi.,,"1. Angkutan darat|
11. Angkutan kendaraan bermotor|
111. Angkutan kendaraan bermotor untuk penumpang|
112. Angkutan kendaraan bermotor untuk barang|
12. Angkutan kereta api|
121. Angkutan kereta api untuk penumpang|
122. Angkutan kereta api untuk barang|
2. Angkutan perairan|
21. Angkutan laut|
211. Angkutan laut untuk penumpang|
212. Angkutan laut untuk barang|
22. Angkutan perairan darat|
221. Angkutan perairan darat untuk penumpang|
222. Angkutan perairan darat untuk barang|
3. Angkutan udara|
30. Angkutan udara|
301. Angkutan udara untuk penumpang|
302. Angkutan udara untuk barang|",1,,
24520001,Jenis Usaha Akomodasi,K02262 Usaha Akomodasi|,"Pengelompokan usaha yang menyediakan tempat menginap atau tempat tinggal sementara, baik harian maupun mingguan bagi orang yang bepergian.",,"1. Hotel bintang|
11. Hotel bintang 5|
12. Hotel bintang 4|
13. Hotel bintang 3|
14. Hotel bintang 2|
15. Hotel bintang 1|
2. Hotel nonbintang dan akomodasi lainnya|
21. Hotel melati|
29. Jasa akomodasi lainnya|",1,,
24520007,Jenis Usaha Pariwisata,K02279 Usaha Pariwisata|,Pengkategorian usaha yang menyediakan barang dan/atau jasa bagi pemenuhan kebutuhan wisatawan dan penyelenggaraan pariwisata.,,"1. Daya Tarik Wisata|
2. Kawasan Pariwisata|
3. Jasa Transportasi Wisata|
4. Jasa Perjalanan Wisata|
5. Jasa Makanan dan Minuman|
6. Penyediaan Akomodasi|
7. Penyelenggaraan Kegiatan Hiburan dan Rekreasi|
8. Penyelenggaraan Pertemuan, Perjalanan Insentif, Konferensi, dan Pameran|
9. Jasa Informasi Pariwisata|
10. Jasa Konsultan Pariwisata|
11. Jasa Pramuwisata|
12. Wisata Tirta|
13. Spa|",1,,
24520008,Jenis Wisatawan,K02331 Wisatawan|,Macam orang yang melakukan perjalanan di luar lingkungan sehari-hari dengan lama perjalanan kurang dari 12 bulan dan bukan bertujuan untuk memperoleh penghasilan di tempat yang dikunjungi serta bukan merupakan kegiatan rutin.,,"1. Wisatawan Nusantara|
2. Wisatawan Mancanegara|
3. Wisatawan Nasional|",1,,
24620001,Jenis Koperasi,K00973 Koperasi|,Jenis koperasi menurut kesamaan kegiatan dan kepentingan ekonomi anggotanya.,,"1. Koperasi Konsumen|
2. Koperasi Produsen|
3. Koperasi Jasa|
4. Koperasi Pemasaran|
5. Koperasi Simpan Pinjam|",1,,
25020001,Golongan Pegawai Negeri Sipil (PNS),K01300 Pegawai Negeri Sipil (PNS)|,Tingkat atau jenjang kedudukan seorang PNS dalam rangkaian sistem kepegawaian yang digunakan sebagai dasar penggajian.,,"Ia. I/a|
Ib. I/b|
Ic. I/c|
Id. I/d|
IIa. II/a|
IIb. II/b|
IIc. II/c|
IId. II/d|
IIIa. III/a|
IIIb. III/b|
IIIc. III/c|
IIId. III/d|
IVa. IV/a|
IVb. IV/b|
IVc. IV/c|
IVd. IV/d|
IVe. IV/e|",1,,
25020003,Jenis Dana Perimbangan,K00349 Dana Perimbangan|,Jenis atau pengategorian dana perimbangan yang dialokasikan kepada daerah.,,"1. Dana Transfer Umum-Dana Bagi Hasil|
2. Dana Transfer Umum-Dana Alokasi Umum|
3. Dana Transfer Khusus-Dana Alokasi Khusus Fisik|
4. Dana Transfer Khusus-Dana Alokasi Khusus non Fisik|",1,,
25020047,Jenis Jabatan Pegawai Negeri Sipil (PNS),"K00643 Jabatan|
K01300 Pegawai Negeri Sipil (PNS)|","Penggolongan seorang pada suatu kedudukan yang menunjukkan fungsi, tugas, tanggung jawab, wewenangnya di instansi pemerintah.",,"1. Jabatan Pimpinan Tinggi Utama|
2. Jabatan Pimpinan Tinggi Madya|
3. Jabatan Pimpinan Tinggi Pratama|
4. Administrator|
5. Pengawas|
6. Eselon V|
7. Jabatan Fungsional Dosen|
8. Jabatan Fungsional Guru|
9. Jabatan Fungsional Medis|
10. Jabatan Fungsional Teknis|
11. Jabatan Fungsional Umum|",1,,
25020048,Jenis Pegawai Aparatur Sipil Negara,K00147 Aparatur Sipil Negara (ASN)|,Pengelompokan perangkat negara yang bertugas dalam suatu jabatan pemerintahan atau diserahi tugas negara lainnya dan diberikan penghasilan berdasarkan peraturan perundang-undangan.,,"1. Pegawai Negeri Sipil (PNS)|
2. Pegawai Pemerintah dengan Perjanjian Kerja (PPPK)|",1,,
25020004,Jenis Wajib Pajak,K02309 Wajib Pajak|,"Kategori orang pribadi atau badan, meliputi pembayar pajak, pemotong pajak, dan pemungut pajak, yang mempunyai hak dan kewajiban perpajakan sesuai dengan ketentuan peraturan perundang-undangan perpajakan.",,"1. Bendahara|
2. Wajib Pajak Badan|
3. WP Orang Pribadi|",1,,
25020053,Klasifikasi Instansi Pemerintah,K00614 Instansi Pemerintah|,"Pengelompokan berbagai badan atau organisasi yang dibentuk oleh pemerintah berdasarkan fungsi, tugas, dan wewenang yang mereka miliki.",,"1. Kementerian|
2. Lembaga Negara|
3. Lembaga Nonstruktural|
4. Lembaga Pemerintahan Nonkementerian|
5. Alat Negara|
6. Pemerintah Provinsi|
7. Pemerintah Kabupaten|
8. Pemerintah Kota|
9. Perguruan Tinggi|
10. Lembaga Pemerintah Lainnya|",1,,
25020058,Tingkatan Pemerintahan,"K01412 Pemerintah Pusat|
K01411 Pemerintah Daerah|",Penggolongan penyelenggara urusan pemerintahan.,,"1. Pemerintah pusat|
10. Pemerintah pusat|
2. Pemerintah daerah
21. Pemerintah provinsi|
22. Pemerintah kabupaten/kota|",1,,
26020012,Jenis Perdagangan Luar Negeri,K01639 Perdagangan|,Macam perdagangan yang mencakup kegiatan ekspor dan/atau impor atas barang dan/atau perdagangan jasa yang melampaui batas wilayah negara.,,"1. Antarnegara|
2. Antarbenua|
3. Antarregional|",1,,
29020025,Sektor Institusi Riset,K00798 Penelitian/Riset|,Sektor yang digunakan untuk mengklasifikasikan belanja riset dan sumber daya manusia (SDM) iptek.,,"1. Sektor Pemerintah|
2. Sektor Industri/Badan Usaha|
3. Sektor Pendidikan Tinggi|
4. Sektor Swasta Nonprofit|",1,,
31020015,Fungsi Area Kawasan Konservasi,K00753 Kawasan Konservasi|,"Kegunaan daerah dengan ciri khas tertentu yang merupakan suatu kesatuan ekosistem yang dilindungi, dilestarikan, dan dimanfaatkan secara berkelanjutan.",,"1. Cagar Alam (Nature Preserve)|
2. Kawasan Suaka Alam/Kawasan Pelestarian Alam (Nature Reserve Areas/Nature Conservation Areas)|
3. Suaka Margasatwa (WIldlife reserve)|
4. Taman Buru (Hunting Park)|
5. Taman Nasional (National Parks)|",1,,
